drug,final_growth,phenotype,ESS 3-10,RSS 26-1,Wildtype
dmso.A.OmM,79.1120615340766,Green,NA,NA,40.653909039829
dmso.A.OmM,79.2111967081411,Green,38.2492963488199,NA,NA
dmso.A.OmM,79.3427588332412,Green,NA,NA,39.8306709182055
dmso.A.OmM,79.7780854263317,Green,NA,NA,40.0334895763217
dmso.A.OmM,79.7808275054545,Green,NA,NA,40.2861334632146
dmso.A.OmM,79.8094184597339,Green,NA,39.0534475192476,NA
dmso.A.OmM,80.0027737887752,Green,NA,38.2846411846313,NA
dmso.A.OmM,80.1573208585768,Green,NA,41.0504746486367,NA
dmso.A.OmM,80.2885506138631,Green,NA,38.5292318086332,NA
dmso.A.OmM,80.3147439906786,Green,NA,39.8402337537691,NA
dmso.A.OmM,80.3796352259416,Green,39.4481085368206,NA,NA
dmso.A.OmM,80.5233233305006,Green,NA,NA,39.0314444446003
dmso.A.OmM,80.8630368989651,Green,NA,40.4993161425606,NA
dmso.A.OmM,80.9813185667734,Green,NA,NA,42.4441539526537
dmso.A.OmM,81.1369322473907,Green,NA,NA,40.9689929180432
dmso.A.OmM,81.2125775652034,Green,NA,41.0398135478583,NA
dmso.A.OmM,81.3476619016697,Green,NA,40.8603027187615,NA
dmso.A.OmM,81.5505996337142,Green,NA,NA,39.729668750824
dmso.A.OmM,81.7036120427427,Green,NA,37.6590737147383,NA
dmso.A.OmM,81.8493521713968,Green,38.5382480535943,NA,NA
dmso.A.OmM,81.9992215232112,Green,NA,40.962905002379,NA
dmso.A.OmM,82.0072221259037,Green,NA,NA,40.0659297319742
dmso.A.OmM,82.2096286007372,Green,NA,38.6016982794129,NA
dmso.A.OmM,82.226252922979,Green,NA,40.2619033395659,NA
dmso.A.OmM,82.6515474118869,Green,NA,40.5853779595955,NA
dmso.A.OmM,82.7824644555721,Green,NA,NA,42.1083767656408
dmso.A.OmM,82.9863593258779,Green,NA,NA,40.9938334153732
dmso.A.OmM,83.5229732632301,Green,NA,38.7825998493095,NA
dmso.A.OmM,83.6683856115356,Green,NA,NA,39.6969470021579
dmso.A.OmM,83.6915616360229,Green,NA,NA,37.6778876326745
dmso.A.OmM,84.2873343406524,Green,NA,NA,45.6287622574432
dmso.A.OmM,84.4973938107475,Green,NA,NA,39.6051261303325
dmso.A.OmM,84.7659169380509,Green,NA,NA,39.4348801972992
dmso.A.OmM,84.84889203248,Green,NA,NA,40.3664658047916
dmso.A.OmM,85.0103590288016,Green,NA,NA,37.1174714483307
dmso.A.OmM,85.0415673252799,Green,NA,41.4173091089467,NA
dmso.A.OmM,85.0519908474802,Green,NA,NA,41.8050075326265
dmso.A.OmM,85.7092788731207,Green,NA,38.7300114333375,NA
dmso.A.OmM,85.7992987127315,Green,NA,NA,42.990540870413
dmso.A.OmM,86.6268343541695,Green,NA,NA,40.5650071269679
dmso.A.OmM,86.9584566607393,Green,NA,NA,38.0339040700525
dmso.A.OmM,87.866530524331,Green,NA,NA,38.028136851012
dmso.A.OmM,88.9539359007959,Green,NA,37.9285803303895,NA
dmso.A.OmM,89.0700448541325,Green,NA,NA,40.5025357968842
dmso.A.OmM,91.0869282545789,Green,NA,NA,40.8105734311162
dmso.A.OmM,91.82844384455,Green,NA,42.4386228096709,NA
dmso.B.OmM,63.6329370312875,Green,38.7795317540741,NA,NA
dmso.B.OmM,67.6818024414518,Green,NA,NA,38.9017146648086
dmso.B.OmM,68.0845804575516,Green,38.9220651462826,NA,NA
dmso.B.OmM,68.5532390190529,Green,38.5936631000466,NA,NA
dmso.B.OmM,68.9144401623272,Green,37.1327218721928,NA,NA
dmso.B.OmM,69.1891367594566,Green,NA,38.9457826806307,NA
dmso.B.OmM,69.2918008248941,Green,NA,NA,39.593683993106
dmso.B.OmM,69.3378409049021,Green,37.2281884554625,NA,NA
dmso.B.OmM,69.5519681614162,Green,42,NA,NA
dmso.B.OmM,69.7414794769087,Green,39.5934517506601,NA,NA
dmso.B.OmM,69.8831209769678,Green,39.4529562803271,NA,NA
dmso.B.OmM,69.8842498305496,Green,30,NA,NA
dmso.B.OmM,70.7075623185706,Green,36.5907649055606,NA,NA
dmso.B.OmM,71.1869522326118,Green,NA,NA,44
dmso.B.OmM,71.2836580932392,Green,36.0989581095915,NA,NA
dmso.B.OmM,71.4371975614116,Green,NA,43.769108475517,NA
dmso.B.OmM,71.6618545969914,Green,37.5091987678099,NA,NA
dmso.B.OmM,71.8117069303859,Green,35,NA,NA
dmso.B.OmM,71.8823964802907,Green,37.1468809346874,NA,NA
dmso.B.OmM,71.9219329487612,Green,39.9533942863734,NA,NA
dmso.B.OmM,72.2017491335756,Green,37.5,NA,NA
dmso.B.OmM,72.3515144700318,Green,38.3177802980589,NA,NA
dmso.B.OmM,72.9417357405585,Green,NA,NA,40.4537779550707
dmso.B.OmM,73.2119865079589,Green,38.7107417384332,NA,NA
dmso.B.OmM,73.4888877524361,Green,39.2226422736515,NA,NA
dmso.B.OmM,73.6874812535632,Green,38.2351787302828,NA,NA
dmso.B.OmM,73.7153721236778,Green,38.9390355509951,NA,NA
dmso.B.OmM,73.8544084180204,Green,NA,40.7230321131379,NA
dmso.B.OmM,73.8897612033916,Green,39.4168869609397,NA,NA
dmso.B.OmM,74.0464045305838,Green,38.2082269234634,NA,NA
dmso.B.OmM,74.064053406727,Green,38.2366939847915,NA,NA
dmso.B.OmM,74.0917084705055,Green,38.989592173213,NA,NA
dmso.B.OmM,74.1324497596126,Green,37.8028361064467,NA,NA
dmso.B.OmM,74.230885992161,Green,38.6773644550004,NA,NA
dmso.B.OmM,74.5327574605678,Green,NA,NA,37.9481383044574
dmso.B.OmM,74.5922697126509,Green,36.811165306461,NA,NA
dmso.B.OmM,74.6771043475636,Green,NA,38.3868027401323,NA
dmso.B.OmM,74.7341391489106,Green,NA,40.7213725705061,NA
dmso.B.OmM,74.8400221914573,Green,NA,NA,40.2194855703749
dmso.B.OmM,74.85698489523,Green,NA,39.758283620308,NA
dmso.B.OmM,74.9442755652043,Green,37.1217042441265,NA,NA
dmso.B.OmM,74.9604140680049,Green,NA,NA,38.7473361434843
dmso.B.OmM,74.9968177651615,Green,NA,40.078473824004,NA
dmso.B.OmM,75.3149402822626,Green,37.7865252905169,NA,NA
dmso.B.OmM,75.3344789017349,Green,NA,39.7991255699277,NA
dmso.B.OmM,75.3421899880314,Green,NA,39.0551206930583,NA
dmso.B.OmM,75.503077652637,Green,NA,39.8379278025413,NA
dmso.B.OmM,75.5400870923119,Green,NA,36.9077381922297,NA
dmso.B.OmM,75.6650769284442,Green,NA,NA,41.9635280047168
dmso.B.OmM,75.7032850393413,Green,39.3283760228622,NA,NA
dmso.B.OmM,75.8946268346502,Green,NA,NA,39.8657959582046
dmso.B.OmM,75.9217809666152,Green,NA,38.8771750515091,NA
dmso.B.OmM,76.1253535958986,Green,37.6634321805512,NA,NA
dmso.B.OmM,76.1400641277791,Green,NA,NA,38.9334909446076
dmso.B.OmM,76.2001749967699,Green,NA,39.0087689189906,NA
dmso.B.OmM,76.3460550422152,Green,NA,41.2919601951574,NA
dmso.B.OmM,76.7142149131779,Green,NA,41.4817302003706,NA
dmso.B.OmM,76.8489785621556,Green,37.1498554338903,NA,NA
dmso.B.OmM,76.9247412249632,Green,NA,39.7512370424271,NA
dmso.B.OmM,77.1326299948762,Green,NA,NA,42.2284343215624
dmso.B.OmM,77.1391909344746,Green,NA,41.2910909845797,NA
dmso.B.OmM,77.1567321390773,Green,36.5317978913299,NA,NA
dmso.B.OmM,77.1567582679019,Green,NA,39.5429377911068,NA
dmso.B.OmM,77.1795095058508,Green,NA,NA,39.5730788549194
dmso.B.OmM,77.1929834700122,Green,37.5820608797443,NA,NA
dmso.B.OmM,77.4383931972333,Green,NA,38.6192027097903,NA
dmso.B.OmM,77.4857196384179,Green,38.0352984171358,NA,NA
dmso.B.OmM,77.5465775291989,Green,NA,40.6744633607222,NA
dmso.B.OmM,77.5483355213257,Green,NA,NA,41.9647821021385
dmso.B.OmM,77.8067370055046,Green,38.4056533490153,NA,NA
dmso.B.OmM,78.2205943390458,Green,NA,NA,41.2006105723983
dmso.B.OmM,78.3171322614648,Green,NA,38.8868368238062,NA
dmso.B.OmM,78.4437108791331,Green,NA,NA,39.8360642874179
dmso.B.OmM,78.6299933286315,Green,NA,37.4759777763007,NA
dmso.B.OmM,79.1120615340766,Green,NA,NA,40.653909039829
dmso.B.OmM,79.2111967081411,Green,38.2492963488199,NA,NA
dmso.B.OmM,79.3427588332412,Green,NA,NA,39.8306709182055
dmso.B.OmM,79.7780854263317,Green,NA,NA,40.0334895763217
dmso.B.OmM,79.7808275054545,Green,NA,NA,40.2861334632146
dmso.B.OmM,79.8094184597339,Green,NA,39.0534475192476,NA
dmso.B.OmM,80.0027737887752,Green,NA,38.2846411846313,NA
dmso.B.OmM,80.1573208585768,Green,NA,41.0504746486367,NA
dmso.B.OmM,80.2885506138631,Green,NA,38.5292318086332,NA
dmso.B.OmM,80.3147439906786,Green,NA,40,NA
dmso.B.OmM,80.3796352259416,Green,39.4481085368206,NA,NA
dmso.B.OmM,80.5233233305006,Green,NA,NA,39.0314444446003
dmso.B.OmM,80.8630368989651,Green,NA,40.4993161425606,NA
dmso.B.OmM,80.9813185667734,Green,NA,NA,42.4441539526537
dmso.B.OmM,81.1369322473907,Green,NA,NA,40.9689929180432
dmso.B.OmM,81.2125775652034,Green,NA,41.0398135478583,NA
dmso.B.OmM,81.3476619016697,Green,NA,43,NA
dmso.B.OmM,81.5505996337142,Green,NA,NA,39.729668750824
dmso.B.OmM,81.7036120427427,Green,NA,37.6590737147383,NA
dmso.B.OmM,81.8493521713968,Green,38.5382480535943,NA,NA
dmso.B.OmM,81.9992215232112,Green,NA,40.962905002379,NA
dmso.B.OmM,82.0072221259037,Green,NA,NA,40.0659297319742
dmso.B.OmM,82.2096286007372,Green,NA,38.6016982794129,NA
dmso.B.OmM,82.226252922979,Green,NA,44,NA
dmso.B.OmM,82.6515474118869,Green,NA,40.5853779595955,NA
dmso.B.OmM,82.7824644555721,Green,NA,NA,42.1083767656408
dmso.B.OmM,82.9863593258779,Green,NA,NA,40.9938334153732
dmso.B.OmM,83.5229732632301,Green,NA,38.7825998493095,NA
dmso.B.OmM,83.6683856115356,Green,NA,NA,39.6969470021579
dmso.B.OmM,83.6915616360229,Green,NA,NA,37.6778876326745
dmso.B.OmM,84.2873343406524,Green,NA,NA,45.6287622574432
dmso.B.OmM,84.4973938107475,Green,NA,NA,39.6051261303325
dmso.B.OmM,84.7659169380509,Green,NA,NA,39.4348801972992
dmso.B.OmM,84.84889203248,Green,NA,NA,40.3664658047916
dmso.B.OmM,85.0103590288016,Green,NA,NA,37.1174714483307
dmso.B.OmM,85.0415673252799,Green,NA,41.4173091089467,NA
dmso.B.OmM,85.0519908474802,Green,NA,NA,41.8050075326265
dmso.B.OmM,85.7092788731207,Green,NA,38.7300114333375,NA
dmso.B.OmM,85.7992987127315,Green,NA,NA,42.990540870413
dmso.B.OmM,86.6268343541695,Green,NA,NA,40.5650071269679
dmso.B.OmM,86.9584566607393,Green,NA,NA,38.0339040700525
dmso.B.OmM,87.866530524331,Green,NA,NA,38.028136851012
dmso.B.OmM,88.9539359007959,Green,NA,37.9285803303895,NA
dmso.B.OmM,89.0700448541325,Green,NA,NA,40.5025357968842
dmso.B.OmM,91.0869282545789,Green,NA,NA,38
dmso.B.OmM,91.82844384455,Green,NA,42.4386228096709,NA
dmso.C.OmM,63.6329370312875,Green,38.7795317540741,NA,NA
dmso.C.OmM,67.6818024414518,Green,NA,NA,38.9017146648086
dmso.C.OmM,68.0845804575516,Green,38.9220651462826,NA,NA
dmso.C.OmM,68.5532390190529,Green,38.5936631000466,NA,NA
dmso.C.OmM,68.9144401623272,Green,37.1327218721928,NA,NA
dmso.C.OmM,69.1891367594566,Green,NA,38.9457826806307,NA
dmso.C.OmM,69.2918008248941,Green,NA,NA,39.593683993106
dmso.C.OmM,69.3378409049021,Green,37.2281884554625,NA,NA
dmso.C.OmM,69.5519681614162,Green,38.9283056254669,NA,NA
dmso.C.OmM,69.7414794769087,Green,39.5934517506601,NA,NA
dmso.C.OmM,69.8831209769678,Green,42,NA,NA
dmso.C.OmM,69.8842498305496,Green,36.0961863560067,NA,NA
dmso.C.OmM,70.7075623185706,Green,38.5,NA,NA
dmso.C.OmM,71.1869522326118,Green,NA,NA,41.229627804913
dmso.C.OmM,71.2836580932392,Green,36.0989581095915,NA,NA
dmso.C.OmM,71.4371975614116,Green,NA,43.769108475517,NA
dmso.C.OmM,71.6618545969914,Green,37.5091987678099,NA,NA
dmso.C.OmM,71.8117069303859,Green,37.3518466783124,NA,NA
dmso.C.OmM,71.8823964802907,Green,36,NA,NA
dmso.C.OmM,71.9219329487612,Green,39.9533942863734,NA,NA
dmso.C.OmM,72.2017491335756,Green,38,NA,NA
dmso.C.OmM,72.3515144700318,Green,38.3177802980589,NA,NA
dmso.C.OmM,72.9417357405585,Green,NA,NA,40.4537779550707
dmso.C.OmM,73.2119865079589,Green,38.7107417384332,NA,NA
dmso.C.OmM,73.4888877524361,Green,39.2226422736515,NA,NA
dmso.C.OmM,73.6874812535632,Green,42,NA,NA
dmso.C.OmM,73.7153721236778,Green,38.9390355509951,NA,NA
dmso.C.OmM,73.8544084180204,Green,NA,40.7230321131379,NA
dmso.C.OmM,73.8897612033916,Green,39.4168869609397,NA,NA
dmso.C.OmM,74.0464045305838,Green,38.2082269234634,NA,NA
dmso.C.OmM,74.064053406727,Green,38.2366939847915,NA,NA
dmso.C.OmM,74.0917084705055,Green,38.989592173213,NA,NA
dmso.C.OmM,74.1324497596126,Green,37.8028361064467,NA,NA
dmso.C.OmM,74.230885992161,Green,38.6773644550004,NA,NA
dmso.C.OmM,74.5327574605678,Green,NA,NA,37.9481383044574
dmso.C.OmM,74.5922697126509,Green,36.811165306461,NA,NA
dmso.C.OmM,74.6771043475636,Green,NA,38.3868027401323,NA
dmso.C.OmM,74.7341391489106,Green,NA,40.7213725705061,NA
dmso.C.OmM,74.8400221914573,Green,NA,NA,40.2194855703749
dmso.C.OmM,74.85698489523,Green,NA,39.758283620308,NA
dmso.C.OmM,74.9442755652043,Green,37.1217042441265,NA,NA
dmso.C.OmM,74.9604140680049,Green,NA,NA,38.7473361434843
dmso.C.OmM,74.9968177651615,Green,NA,40.078473824004,NA
dmso.C.OmM,75.3149402822626,Green,37.7865252905169,NA,NA
dmso.C.OmM,75.3344789017349,Green,NA,39.7991255699277,NA
dmso.C.OmM,75.3421899880314,Green,NA,39.0551206930583,NA
dmso.C.OmM,75.503077652637,Green,NA,39.8379278025413,NA
dmso.C.OmM,75.5400870923119,Green,NA,36.9077381922297,NA
dmso.C.OmM,75.6650769284442,Green,NA,NA,41.9635280047168
dmso.C.OmM,75.7032850393413,Green,39.3283760228622,NA,NA
dmso.C.OmM,75.8946268346502,Green,NA,NA,39.8657959582046
dmso.C.OmM,75.9217809666152,Green,NA,38.8771750515091,NA
dmso.C.OmM,76.1253535958986,Green,37.6634321805512,NA,NA
dmso.C.OmM,76.1400641277791,Green,NA,NA,38.9334909446076
dmso.C.OmM,76.2001749967699,Green,NA,39.0087689189906,NA
dmso.C.OmM,76.3460550422152,Green,NA,41.2919601951574,NA
dmso.C.OmM,76.7142149131779,Green,NA,41.4817302003706,NA
dmso.C.OmM,76.8489785621556,Green,37.1498554338903,NA,NA
dmso.C.OmM,76.9247412249632,Green,NA,39.7512370424271,NA
dmso.C.OmM,77.1326299948762,Green,NA,NA,42.2284343215624
dmso.C.OmM,77.1391909344746,Green,NA,41.2910909845797,NA
dmso.C.OmM,77.1567321390773,Green,36.5317978913299,NA,NA
dmso.C.OmM,77.1567582679019,Green,NA,39.5429377911068,NA
dmso.C.OmM,77.1795095058508,Green,NA,NA,39.5730788549194
dmso.C.OmM,77.1929834700122,Green,37.5820608797443,NA,NA
dmso.C.OmM,77.4383931972333,Green,NA,38.6192027097903,NA
dmso.C.OmM,77.4857196384179,Green,38.0352984171358,NA,NA
dmso.C.OmM,77.5465775291989,Green,NA,40.6744633607222,NA
dmso.C.OmM,77.5483355213257,Green,NA,NA,41.9647821021385
dmso.C.OmM,77.8067370055046,Green,38.4056533490153,NA,NA
dmso.C.OmM,78.2205943390458,Green,NA,NA,41.2006105723983
dmso.C.OmM,78.3171322614648,Green,NA,38.8868368238062,NA
dmso.C.OmM,78.4437108791331,Green,NA,NA,39.8360642874179
dmso.C.OmM,78.6299933286315,Green,NA,37.4759777763007,NA
dmso.C.OmM,79.1120615340766,Green,NA,NA,40.653909039829
dmso.C.OmM,79.2111967081411,Green,38.2492963488199,NA,NA
dmso.C.OmM,79.3427588332412,Green,NA,NA,39.8306709182055
dmso.C.OmM,79.7780854263317,Green,NA,NA,40.0334895763217
dmso.C.OmM,79.7808275054545,Green,NA,NA,40.2861334632146
dmso.C.OmM,79.8094184597339,Green,NA,39.0534475192476,NA
dmso.C.OmM,80.0027737887752,Green,NA,38.2846411846313,NA
dmso.C.OmM,80.1573208585768,Green,NA,41.0504746486367,NA
dmso.C.OmM,80.2885506138631,Green,NA,38.5292318086332,NA
dmso.C.OmM,80.3147439906786,Green,NA,39.8402337537691,NA
dmso.C.OmM,80.3796352259416,Green,39.4481085368206,NA,NA
dmso.C.OmM,80.5233233305006,Green,NA,NA,39.0314444446003
dmso.C.OmM,80.8630368989651,Green,NA,40.4993161425606,NA
dmso.C.OmM,80.9813185667734,Green,NA,NA,42.4441539526537
dmso.C.OmM,81.1369322473907,Green,NA,NA,40.9689929180432
dmso.C.OmM,81.2125775652034,Green,NA,41.0398135478583,NA
dmso.C.OmM,81.3476619016697,Green,NA,40.8603027187615,NA
dmso.C.OmM,81.5505996337142,Green,NA,NA,39.729668750824
dmso.C.OmM,81.7036120427427,Green,NA,37.6590737147383,NA
dmso.C.OmM,81.8493521713968,Green,38.5382480535943,NA,NA
dmso.C.OmM,81.9992215232112,Green,NA,40.962905002379,NA
dmso.C.OmM,82.0072221259037,Green,NA,NA,40.0659297319742
dmso.C.OmM,82.2096286007372,Green,NA,38.6016982794129,NA
dmso.C.OmM,82.226252922979,Green,NA,39,NA
dmso.C.OmM,82.6515474118869,Green,NA,40.5853779595955,NA
dmso.C.OmM,82.7824644555721,Green,NA,NA,42.1083767656408
dmso.C.OmM,82.9863593258779,Green,NA,NA,40.9938334153732
dmso.C.OmM,83.5229732632301,Green,NA,38.7825998493095,NA
dmso.C.OmM,83.6683856115356,Green,NA,NA,39.6969470021579
dmso.C.OmM,83.6915616360229,Green,NA,NA,37.6778876326745
dmso.C.OmM,84.2873343406524,Green,NA,NA,47
dmso.C.OmM,84.4973938107475,Green,NA,NA,39.6051261303325
dmso.C.OmM,84.7659169380509,Green,NA,NA,39.4348801972992
dmso.C.OmM,84.84889203248,Green,NA,NA,40.3664658047916
dmso.C.OmM,85.0103590288016,Green,NA,NA,37.1174714483307
dmso.C.OmM,85.0415673252799,Green,NA,41.4173091089467,NA
dmso.C.OmM,85.0519908474802,Green,NA,NA,41.8050075326265
dmso.C.OmM,85.7092788731207,Green,NA,38.7300114333375,NA
dmso.C.OmM,85.7992987127315,Green,NA,NA,42.990540870413
dmso.C.OmM,86.6268343541695,Green,NA,NA,40.5650071269679
dmso.C.OmM,86.9584566607393,Green,NA,NA,38.0339040700525
dmso.C.OmM,87.866530524331,Green,NA,NA,38.028136851012
dmso.C.OmM,88.9539359007959,Green,NA,37.9285803303895,NA
dmso.C.OmM,89.0700448541325,Green,NA,NA,40.5025357968842
dmso.C.OmM,91.0869282545789,Green,NA,NA,40.8105734311162
dmso.C.OmM,91.82844384455,Green,NA,42.4386228096709,NA
smex.A.0.5mM,2.49491834508493,Bleached,10.1760058675892,NA,NA
smex.A.0.5mM,3.01845035273997,Bleached,9.72966789162562,NA,NA
smex.A.0.5mM,3.0313998974372,Green,9.38917702023373,NA,NA
smex.A.0.5mM,3.25355077735066,Green,10.0403513358011,NA,NA
smex.A.0.5mM,3.99804144679777,Green,9.88326066241937,NA,NA
smex.A.0.5mM,4.04373042994812,Bleached,5,NA,NA
smex.A.0.5mM,4.1085270081562,Bleached,9.98134506518901,NA,NA
smex.A.0.5mM,4.14313278962386,Green,11.4058679310715,NA,NA
smex.A.0.5mM,4.15094332511361,Bleached,10.8214984485278,NA,NA
smex.A.0.5mM,4.18127631888877,Green,10.9670014495925,NA,NA
smex.A.0.5mM,4.25311051170747,Bleached,11.5929603791664,NA,NA
smex.A.0.5mM,4.33104206177594,Green,10.1306540629039,NA,NA
smex.A.0.5mM,4.34070412300838,Bleached,9.38777363444252,NA,NA
smex.A.0.5mM,4.57915497482275,Green,8.9794671695253,NA,NA
smex.A.0.5mM,4.74009640709187,Bleached,10.3843254825601,NA,NA
smex.A.0.5mM,4.80414063594615,Bleached,11.5627467345541,NA,NA
smex.A.0.5mM,4.84361924323991,Green,9.26031128939663,NA,NA
smex.A.0.5mM,4.91752654521355,Bleached,12.7026395492642,NA,NA
smex.A.0.5mM,4.97149940689245,Bleached,10.396561896819,NA,NA
smex.A.0.5mM,5.03957411444376,Bleached,8.24776145226168,NA,NA
smex.A.0.5mM,5.05654690327049,Bleached,10.2443055918819,NA,NA
smex.A.0.5mM,5.05916795482559,Bleached,11.2490991202265,NA,NA
smex.A.0.5mM,5.07572822107092,Bleached,10.0099233587122,NA,NA
smex.A.0.5mM,5.12656682356483,Bleached,9.55518278869448,NA,NA
smex.A.0.5mM,5.13241679042428,Bleached,10.0894408744069,NA,NA
smex.A.0.5mM,5.16768800354804,Green,10.9758063531777,NA,NA
smex.A.0.5mM,5.28754116316361,Bleached,10.2248865323404,NA,NA
smex.A.0.5mM,5.54465977379595,Green,10.800019161488,NA,NA
smex.A.0.5mM,5.5786813470891,Green,10.1300612209345,NA,NA
smex.A.0.5mM,5.78619392618302,Bleached,11.3604519713079,NA,NA
smex.A.0.5mM,5.89052699198193,Green,10.1657083769548,NA,NA
smex.A.0.5mM,5.95258704043827,Bleached,9.4827716107339,NA,NA
smex.A.0.5mM,6.02210565855551,Bleached,9.34964658783667,NA,NA
smex.A.0.5mM,6.18721378789777,Bleached,9.66693922081889,NA,NA
smex.A.0.5mM,6.20435201722036,Bleached,10.3415332731997,NA,NA
smex.A.0.5mM,6.42686296959453,Bleached,9.3317284217797,NA,NA
smex.A.0.5mM,6.43163097598057,Bleached,10.7755153125234,NA,NA
smex.A.0.5mM,6.44231778134839,Bleached,11.2823775598253,NA,NA
smex.A.0.5mM,6.72833489935836,Green,11.3683729810006,NA,NA
